2	2.545584	0.000000	0.000000	0.000000
2	2.545584	0.020232	0.000000	0.020232
2	2.545584	-0.000000	0.000000	-0.000000
2	2.545584	-0.010831	-0.000000	-0.010831
2	2.545584	-0.010973	0.000000	-0.010973
2	2.545584	-0.045879	0.000000	-0.045879
2	2.545584	0.007454	-0.000000	0.007454
2	2.545584	0.000000	0.000000	0.000000
2	2.545584	0.016885	-0.000000	0.016885
2	2.545584	-0.055694	0.000000	-0.055694
2	3.600000	-0.110301	0.000000	-0.110301
2	3.600000	0.005415	0.000000	0.005415
2	3.600000	0.008333	0.000000	0.008333
2	3.600000	-0.002708	-0.000000	-0.002708
2	3.600000	0.019514	0.000000	0.019514
2	3.600000	-0.011470	0.000000	-0.011470
2	3.600000	-0.070809	-0.000000	-0.070809
2	3.600000	-0.073033	0.000000	-0.073033
2	3.600000	-0.022940	-0.000000	-0.022940
2	3.600000	-0.002847	0.000000	-0.002847
2	4.409082	-0.030150	0.000000	-0.030150
2	4.409082	-0.013660	0.000000	-0.013660
2	4.409082	-0.010417	0.000000	-0.010417
2	4.409082	0.019433	-0.000000	0.019433
2	4.409082	-0.043634	0.000000	-0.043634
2	4.409082	0.043849	0.000000	0.043849
2	4.409082	0.004658	-0.000000	0.004658
2	4.409082	-0.011516	0.000000	-0.011516
2	4.409082	-0.006252	-0.000000	-0.006252
2	4.409082	-0.006366	0.000000	-0.006366
2	5.091169	0.023784	0.000000	0.023784
2	5.091169	-0.025647	0.000000	-0.025647
2	5.091169	0.004167	0.000000	0.004167
2	5.091169	0.006769	-0.000000	0.006769
2	5.091169	-0.058205	0.000000	-0.058205
2	5.091169	0.028675	0.000000	0.028675
2	5.091169	0.031678	-0.000000	0.031678
2	5.091169	-0.032118	0.000000	-0.032118
2	5.091169	0.006055	-0.000000	0.006055
2	5.091169	0.049872	0.000000	0.049872
3	2.545584	-0.005968	0.000000	-0.005968
3	2.545584	0.005864	0.000000	0.005864
3	2.545584	-0.003219	0.000000	-0.003219
3	2.545584	0.022571	-0.000000	0.022571
3	2.545584	-0.005716	0.000000	-0.005716
3	2.545584	-0.000468	0.000000	-0.000468
3	2.545584	-0.000864	-0.000000	-0.000864
3	2.545584	0.008427	0.000000	0.008427
3	2.545584	0.005187	-0.000000	0.005187
3	2.545584	-0.000534	0.000000	-0.000534
3	2.545584	-0.003674	0.000000	-0.003674
3	2.545584	0.003659	0.000000	0.003659
