2	2.687006	0.000000	0.000000	-0.000000
2	3.800000	0.000000	0.000000	-0.000000
2	4.654031	-0.092593	0.000000	-0.092593
2	5.374012	-0.043210	0.000000	-0.043210
3	2.687006	0.000000	0.000000	-0.000000
3	3.800000	-0.015432	0.000000	-0.015432
3	4.654031	0.020062	0.000000	0.020062
3	4.654031	0.021605	0.000000	0.021605
3	4.654031	-0.013889	0.000000	-0.013889
3	4.654031	-0.012346	0.000000	-0.012346
3	4.654031	0.009259	0.000000	0.009259
4	2.687006	0.000000	0.000000	-0.000000
4	3.800000	0.012346	0.000000	0.012346
4	3.800000	0.086420	0.000000	0.086420
4	4.654031	0.006944	0.000000	0.006944
4	4.654031	-0.004630	0.000000	-0.004630
4	4.654031	-0.013889	0.000000	-0.013889
4	4.654031	0.010802	0.000000	0.010802
4	4.654031	-0.009259	0.000000	-0.009259
4	4.654031	0.003086	0.000000	0.003086
4	4.654031	-0.006173	0.000000	-0.006173
4	4.654031	0.001543	0.000000	0.001543
4	4.654031	-0.006173	0.000000	-0.006173
4	4.654031	-0.013889	0.000000	-0.013889
4	4.654031	0.000000	0.000000	-0.000000
4	4.654031	0.000000	0.000000	-0.000000
4	4.654031	0.023148	0.000000	0.023148
Objective_function= -4.542699
