Alloys,Class,Phase
Ca1Y1,0,Non-SP-SS
Ba1Fe1,0,Non-SP-SS
Gd1Yb1,0,Non-SP-SS
Ca1Nd1,0,Non-SP-SS
Ba1V1,0,Non-SP-SS
Sc1Sr1,0,Non-SP-SS
Ca1La1,0,Non-SP-SS
Ba1Mo1,0,Non-SP-SS
Al1Ba1,0,Non-SP-SS
Ca1Na1,0,Non-SP-SS
Ba1Ti1,0,Non-SP-SS
Eu1La1,0,Non-SP-SS
Sr1Y1,0,Non-SP-SS
K1V1,0,Non-SP-SS
Ba1Sc1,0,Non-SP-SS
K1Zn1,0,Non-SP-SS
K1Mo1,0,Non-SP-SS
Ba1Sn1,0,Non-SP-SS
Mg1Rb1,0,Non-SP-SS
K1Ti1,0,Non-SP-SS
K1Nb1,0,Non-SP-SS
K1Ta1,0,Non-SP-SS
K1Li1,0,Non-SP-SS
Ba1Y1,0,Non-SP-SS
K1Zr1,0,Non-SP-SS
Rb1V1,0,Non-SP-SS
Rb1Zn1,0,Non-SP-SS
Rb1Ti1,0,Non-SP-SS
Rb1Ta1,0,Non-SP-SS
Ga1Rb1,0,Non-SP-SS
Li1Rb1,0,Non-SP-SS
Hf1Rb1,0,Non-SP-SS
K1Na1,0,Non-SP-SS
Cs1Mg1,0,Non-SP-SS
In1Rb1,0,Non-SP-SS
Rb1Tl1,0,Non-SP-SS
Cs1V1,0,Non-SP-SS
Cs1Mo1,0,Non-SP-SS
Cs1Nb1,0,Non-SP-SS
Cs1Ta1,0,Non-SP-SS
Cs1Ga1,0,Non-SP-SS
Cs1Li1,0,Non-SP-SS
Cs1Hf1,0,Non-SP-SS
Cs1In1,0,Non-SP-SS
Cs1Tl1,0,Non-SP-SS
Cs1Te1,0,Non-SP-SS
Al0.03Mg0.97,1,SP-SS
Li0.1Mg0.9,1,SP-SS
Sc0.1Th0.9,1,SP-SS
Ti0.25U0.75,1,SP-SS
Cd0.25Mg0.75,1,SP-SS
U0.75Zr0.25,1,SP-SS
Th0.75Zr0.25,1,SP-SS
Sc0.25Th0.75,1,SP-SS
Sc0.3Th0.7,1,SP-SS
Li0.35Mg0.65,1,SP-SS
Tb0.25Th0.75,1,SP-SS
Nd0.25Th0.75,1,SP-SS
Ti0.5U0.5,1,SP-SS
Pr0.25Th0.75,1,SP-SS
Li0.5Mg0.5,1,SP-SS
Cd0.5Mg0.5,1,SP-SS
Co0.25Ni0.75,1,SP-SS
Co0.5Ni0.5,1,SP-SS
Co0.75Ni0.25,1,SP-SS
Cu0.25Ni0.75,1,SP-SS
Fe0.25Ni0.75,1,SP-SS
Co0.85Cr0.15,1,SP-SS
Ni0.9V0.1,1,SP-SS
Co0.75Fe0.25,1,SP-SS
CoCuNi,1,SP-SS
Co1Fe1Ni1,1,SP-SS
Nb0.05Ni0.95,1,SP-SS
Al0.05Co0.95,1,SP-SS
Co0.7Cr0.3,1,SP-SS
Ni0.9Zn0.1,1,SP-SS
Co1Cr1Ni1,1,SP-SS
Ni0.85V0.15,1,SP-SS
Cu0.5Ni0.5,1,SP-SS
Fe0.5Ni0.5,1,SP-SS
CoCr0.5FeNi,1,SP-SS
Ni0.9Mo0.1,1,SP-SS
CoMnNi,1,SP-SS
CoCuFeNi,1,SP-SS
CoCr0.6FeNi,1,SP-SS
Ni0.85Tc0.15,1,SP-SS
CoCr0.7FeNi,1,SP-SS
Co0.5Fe0.5,1,SP-SS
Ni0.9W0.1,1,SP-SS
Co1.5Cr0.5Fe1Mn0.5Ni1,1,SP-SS
CoCr0.8FeNi,1,SP-SS
Co1Cr1Fe0.5Mn0.5Ni1.5,1,SP-SS
CoCr0.9FeNi,1,SP-SS
CoCuFeNiSn0.015,1,SP-SS
CoCr0.95FeNi,1,SP-SS
CoCrCuNi,1,SP-SS
Al0CoCrFeNi,1,SP-SS
CoCr1.05FeNi,1,SP-SS
CoCr1.10FeNi,1,SP-SS
CoCrCu0.2FeNi,1,SP-SS
Al0.1Ni0.9,1,SP-SS
CoCr1.15FeNi,1,SP-SS
Co1Fe1Mn1Ni1,1,SP-SS
CoCrCu0.4FeNi,1,SP-SS
CoCrCu0.5FeNi,1,SP-SS
CoCrCu0.6FeNi,1,SP-SS
Al0CrCuFeNi2,1,SP-SS
Co42.5Cr12.5Fe20Mo5Ni20,1,SP-SS
CoCrCu0.8FeNi,1,SP-SS
CoCrCuFeNi,1,SP-SS
Co1Cr1.25Fe1Mn0.25Ni1,1,SP-SS
Co1Cr0.75Fe1Mn0.75Ni1,1,SP-SS
CoCuFeMnNi,1,SP-SS
Co0.8Rh0.2,1,SP-SS
Co1Cr1Fe1Mo0.1Ni1,1,SP-SS
Co1Cr1Mn1Ni1,1,SP-SS
Al0.2CoCrCu0.2FeNi2,1,SP-SS
Al.09CoCrFeNi,1,SP-SS
CoCuFeNiSn0.05,1,SP-SS
Al0.095CoCrFeNi,1,SP-SS
Cu0.75Ni0.25,1,SP-SS
Fe0.75Ni0.25,1,SP-SS
Al0.1CoCrFeNi,1,SP-SS
Al0.2CoCu0.2FeNi,1,SP-SS
Co1Cr1Fe1Mn1Ni1,1,SP-SS
Cr1Fe1Ni1,1,SP-SS
Co0.25Fe0.75,1,SP-SS
Ni0.75Rh0.25,1,SP-SS
CoCuFeMnNiSn0.03,1,SP-SS
FeMnNi,1,SP-SS
CoCrFeMnNiCu,1,SP-SS
Al0.15CoCrFeNi,1,SP-SS
CoCr0.4Fe8Mn5.4Ni5.2,1,SP-SS
Co1Cr1Fe1Mo0.2Ni1,1,SP-SS
Al0.25CoFeNi,1,SP-SS
Co0.75Ru0.25,1,SP-SS
U0.5Zr0.5,1,SP-SS
Th0.5Zr0.5,1,SP-SS
CrCu2Fe2Ni2Mn,1,SP-SS
Al0.1CoFeNiSi0.1,1,SP-SS
Co0.75Rh0.25,1,SP-SS
Al0.25CoFeMn0.25Ni,1,SP-SS
Al0.19CrCuFeNi2,1,SP-SS
Al0.2CoCrFeNi,1,SP-SS
Al0.2CrCuFeNi2,1,SP-SS
Al0.1CoCrFeMnNi,1,SP-SS
CrCuFeMn2Ni2,1,SP-SS
CoCrFeMnNiV0.25,1,SP-SS
Cr0.66FeMnNi,1,SP-SS
Ir0.25Ni0.75,1,SP-SS
Al.23CoCrFeNi,1,SP-SS
CoCrFeMo0.3Ni,1,SP-SS
Al0.3CoCu0.7FeNi,1,SP-SS
Al0.15CoCrFeMnNi,1,SP-SS
Co0.75Os0.25,1,SP-SS
Al0.25Co1Cr1Fe1Ni1,1,SP-SS
Co35Cr15Fe20Mo10Ni20,1,SP-SS
Cr2CuFe2Mn2Ni2,1,SP-SS
CoCr1.5Fe3.5Mn0.5Ni2.5V,1,SP-SS
CoCrFeNiW0.3,1,SP-SS
Al4Co23.5Cr23.5Fe23.5Ni23.5Ti2,1,SP-SS
Al0.3CrCuFeNi2,1,SP-SS
Al0.2CoCrFeMnNi,1,SP-SS
Al0.3CoCrCu0.5FeNi,1,SP-SS
Al0.3Co1Cr1Fe1Ni1,1,SP-SS
Al0.5CoCrCu0.5FeNi2,1,SP-SS
Al.35CrCuFeNi2,1,SP-SS
Cr0.75FeNi2.25V,1,SP-SS
Ni0.75Pd0.25,1,SP-SS
Al0.4CoCu0.4FeNi,1,SP-SS
CoCuFeNiV,1,SP-SS
Co0.9Ga0.1,1,SP-SS
Al.35CoCrFeNi,1,SP-SS
Cr0.25Fe0.75,1,SP-SS
Al0.4CrCuFeNi2,1,SP-SS
CoCrFeNiTi0.3,1,SP-SS
Al0.2CrCuFeNi,1,SP-SS
CoCrFe4.5Mn3.5,1,SP-SS
Al0.375Co1Cr1Fe1Ni1,1,SP-SS
Al0.3CoCrFeMo0.1Ni,1,SP-SS
Al0CoCrFeMo0.5Ni,1,SP-SS
Cu0.75Mn0.25,1,SP-SS
Fe0.75Mn0.25,1,SP-SS
CoFeNiSi0.25,1,SP-SS
CoCrFe4Mn4,1,SP-SS
Co1.5CrFeNi1.5Ti0.5,1,SP-SS
Al.18CoFeNiSi0.15,1,SP-SS
Co0.75Pd0.25,1,SP-SS
Co0.75Re0.25,1,SP-SS
Al.1CoFeNiSi0.2,1,SP-SS
CoCrFe3.5Mn4.5,1,SP-SS
Al.42CoCrFeNi,1,SP-SS
Al0.3CoCrFeNiTi0.1,1,SP-SS
Cr0.5Fe0.5,1,SP-SS
Al0.38CoCrFeMnNi,1,SP-SS
Co0.7Ir0.3,1,SP-SS
Al0.5CrCuFeNi2,1,SP-SS
CoCrFeMnNiV,1,SP-SS
Ni0.75Zn0.25,1,SP-SS
AlCo3.5CrCu0.5FeNi,1,SP-SS
Fe0.9Ru0.1,1,SP-SS
Al0.15CrFe1.5Ni0.5,1,SP-SS
Al0.5CoCrCuFeNi,1,SP-SS
Co1.5CrFeMo0.1Ni1.5Ti0.5,1,SP-SS
Co0.1Cr0.9,1,SP-SS
Fe0.9Rh0.1,1,SP-SS
Al0.43CoCrFeMnNi,1,SP-SS
Cu0.5Mn0.5,1,SP-SS
Fe0.5Mn0.5,1,SP-SS
Al0.5CoCrCu0.5FeNi,1,SP-SS
Al0.1CoCrFeMo0.5Ni,1,SP-SS
Al0.6CrFeNi2.4,1,SP-SS
AlCo3CuFeNi,1,SP-SS
Al0.5CoCrCuFeNiV0.1,1,SP-SS
Fe0.9Os0.1,1,SP-SS
Al0.5CoCrFeNi,1,SP-SS
Cr0.75Fe0.25,1,SP-SS
Ni0.75Pt0.25,1,SP-SS
Al0.6CrCuFeNi2,1,SP-SS
Al0.2CrFe1.5Ni0.5,1,SP-SS
Al0.5CoCrFeMnNi,1,SP-SS
Al0.5CoCrCuFeNiV0.25,1,SP-SS
Al0.2CoFeNiSi0.2,1,SP-SS
Al0.6CoCu0.6FeNi,1,SP-SS
Al0.2Co1.5CrFeNi1.5Ti0.5,1,SP-SS
Co1Cr1Fe1Ni1Pd1,1,SP-SS
Co0.75Pt0.25,1,SP-SS
Co1Fe1Ni1Pd1,1,SP-SS
Al0.5CoCrCuFeNiV0.39,1,SP-SS
Cr0.75Mn0.25,1,SP-SS
Al0.7CrCuFeNi2,1,SP-SS
Al0CoCrFeNiTi0.5,1,SP-SS
Al.25CoCrFeMo0.5Ni,1,SP-SS
Cr0.5Mn0.5,1,SP-SS
Al.65CoCrFeNi,1,SP-SS
Co0.9Ge0.1,1,SP-SS
Al0.5CoCrCuFeNiTi0.2,1,SP-SS
Al.2CoFeNiSi0.25,1,SP-SS
Cu0.8Rh0.2,1,SP-SS
Fe0.8V0.2,1,SP-SS
Al0.8CrCuFeNi2,1,SP-SS
Cr0.95Ir0.05,1,SP-SS
CoCuNiZn,1,SP-SS
Al.35CoCrFeMo0.5Ni,1,SP-SS
Fe0.75Rh0.25,1,SP-SS
Al0.1Fe0.9,1,SP-SS
Cr0.9Os0.1,1,SP-SS
Co0.5Ru0.5,1,SP-SS
Ni0.5Rh0.5,1,SP-SS
Fe0.85Zn0.15,1,SP-SS
CrCoFeMnNiW,1,SP-SS
Al0.2CoCrFeNiTi0.5,1,SP-SS
Cr0.85Ru0.15,1,SP-SS
Fe0.85Pt0.15,1,SP-SS
Co0.5Rh0.5,1,SP-SS
Al.48CoCrFeMo0.5Ni,1,SP-SS
AlCoCrCuFeNi,1,SP-SS
Fe0.93Si0.07,1,SP-SS
Al0.5CrFe1.5MnNi0.5,1,SP-SS
AlCoCr1.5Cu0.5FeNi,1,SP-SS
Al0.9CoCrFeNi,1,SP-SS
Fe0.75Ir0.25,1,SP-SS
AlCoCrCuFeNiV0.2,1,SP-SS
AlCoCrCu0.5FeNi,1,SP-SS
CrCuFeMoNi,1,SP-SS
Al0.7Co0.3CrFeNi,1,SP-SS
AlCoCrCu0.25FeNi,1,SP-SS
AlCoCrFeNi,1,SP-SS
Cr0.9W0.1,1,SP-SS
Co0.5Os0.5,1,SP-SS
Sc0.5Th0.5,1,SP-SS
Fe0.6Ru0.4,1,SP-SS
Al0.15Cu0.85,1,SP-SS
Cr0.75V0.25,1,SP-SS
Cu0.75Pd0.25,1,SP-SS
Fe0.75Pd0.25,1,SP-SS
Co1Cr1Fe1Ni1Pd2,1,SP-SS
AlCoCrFeMo0.1Ni,1,SP-SS
AlCoCrFeNb0.056Ni,1,SP-SS
Ir0.5Ni0.5,1,SP-SS
AlCoCrCu0.5Ni,1,SP-SS
Fe0.9Ga0.1,1,SP-SS
AlCoCrFeNb0.1Ni,1,SP-SS
Cr0.8Re0.2,1,SP-SS
CoCuFeNiTi,1,SP-SS
AlCoCrFeNiSi0.1,1,SP-SS
Al0.8CrFe1.5MnNi0.5,1,SP-SS
CoCrFeMnNbNi,1,SP-SS
Mn0.7V0.3,1,SP-SS
CoCrFeNiTi,1,SP-SS
Fe0.6Os0.4,1,SP-SS
Fe0.5Ru0.5,1,SP-SS
Cu0.75Pt0.25,1,SP-SS
Al0.4CoFeNiSi0.4,1,SP-SS
Al.9CrFe1.5MnNi0.5,1,SP-SS
AlCoCrFeMo0Ni,1,SP-SS
Al0.2Fe0.8,1,SP-SS
AlCoCrFeNiSi0.2,1,SP-SS
Al0.25CoCrCuFeMnNiTiV,1,SP-SS
Al0.15Cr0.85,1,SP-SS
Co1Fe1Re1Ru1,1,SP-SS
Al.96CrFe1.5MnNi0.5,1,SP-SS
Ni0.3Ru0.7,1,SP-SS
Ni0.5Pd0.5,1,SP-SS
AlCo0.5Cr0.5Fe0.5MnNiV0.5,1,SP-SS
Co0.5Fe0.5MgNi0.5TiZr,1,SP-SS
Mn0.6V0.4,1,SP-SS
Al1.05CrFe1.5MnNi0.5,1,SP-SS
Co0.5Pd0.5,1,SP-SS
Co0.5Re0.5,1,SP-SS
Al1.5CoCrFeNi,1,SP-SS
AlCoCrCuFeNiW,1,SP-SS
Ni0.4Tc0.6,1,SP-SS
Fe0.7Pt0.3,1,SP-SS
Cr0.5Rh0.5,1,SP-SS
Fe0.5Os0.5,1,SP-SS
AlCo0.5Cr0.5Fe0.5MnNiV,1,SP-SS
Cr0.5V0.5,1,SP-SS
Cr0.75Mo0.25,1,SP-SS
Co0.25Ru0.75,1,SP-SS
Al1.2CrFe1.5MnNi0.5,1,SP-SS
AlCoCrFeNiSi0.34,1,SP-SS
Ni0.25Rh0.75,1,SP-SS
Mn0.5V0.5,1,SP-SS
Al0.5CoFeNiSi0.5,1,SP-SS
Cr0.4Ru0.6,1,SP-SS
Fe0.5Ir0.5,1,SP-SS
Co0.25Rh0.75,1,SP-SS
Cr0.4Rh0.6,1,SP-SS
Ni0.2Ru0.8,1,SP-SS
AlCoCuNiZn,1,SP-SS
Au0.25Cu0.75,1,SP-SS
Cr0.45Os0.55,1,SP-SS
Cr0.5Ir0.5,1,SP-SS
Ni0.5Pt0.5,1,SP-SS
Al2CoCrFeNi,1,SP-SS
Co0.5Pt0.5,1,SP-SS
AlCoCrCuFeNiTiV,1,SP-SS
Ti0.75U0.25,1,SP-SS
Cr0.3Rh0.7,1,SP-SS
Fe0.25Rh0.75,1,SP-SS
Ni0.25Os0.75,1,SP-SS
AlCoCrFeNiSi0.56,1,SP-SS
Fe0.2Ru0.8,1,SP-SS
AlCoCrFe6NiSiTi,1,SP-SS
Cu0.5Pd0.5,1,SP-SS
Fe0.5Pd0.5,1,SP-SS
Co0.25Os0.75,1,SP-SS
Cu0.85Li0.15,1,SP-SS
Cr0.2Ru0.8,1,SP-SS
Ni0.1Ru0.9,1,SP-SS
Cr0.4Ir0.6,1,SP-SS
Ni0.25Tc0.75,1,SP-SS
Ir0.75Ni0.25,1,SP-SS
Cr0.25V0.75,1,SP-SS
Cr0.2Rh0.8,1,SP-SS
Mn0.25V0.75,1,SP-SS
Al2CoCrCuFeMnNiTiV,1,SP-SS
Al0.3Cr0.7,1,SP-SS
Cu0.1Rh0.9,1,SP-SS
AlCoCrFeNiSi0.8,1,SP-SS
Cr0.25Os0.75,1,SP-SS
Cr0.1Rh0.9,1,SP-SS
Co0.2Ir0.8,1,SP-SS
Fe0.2Os0.8,1,SP-SS
AlCoFeNiTi,1,SP-SS
Fe0.25Ir0.75,1,SP-SS
Fe0.1V0.9,1,SP-SS
Cu0.5Pt0.5,1,SP-SS
Ru0.9V0.1,1,SP-SS
Rh0.25Ru0.75,1,SP-SS
Ru0.8V0.2,1,SP-SS
Rh0.5Ru0.5,1,SP-SS
Rh0.7Ru0.3,1,SP-SS
Cr0.25Ir0.75,1,SP-SS
Ag0.8Mg0.2,1,SP-SS
Al.35CoFeNiSi,1,SP-SS
Rh0.85Ru0.15,1,SP-SS
Ni0.1Os0.9,1,SP-SS
Al0.8CoFeNiSi0.8,1,SP-SS
Os0.25Ru0.75,1,SP-SS
Rh0.9V0.1,1,SP-SS
Al.4CoFeNiSi,1,SP-SS
Ir0.2Ru0.8,1,SP-SS
Os0.1Rh0.9,1,SP-SS
Ni0.25Pd0.75,1,SP-SS
Cr0.5Pt0.5,1,SP-SS
Os0.2Rh0.8,1,SP-SS
Co0.25Pd0.75,1,SP-SS
Co0.25Re0.75,1,SP-SS
Os0.25Rh0.75,1,SP-SS
Al.5CoFeNiSi,1,SP-SS
Mo0.1Ru0.9,1,SP-SS
Rh0.1V0.9,1,SP-SS
Cr0.5Mo0.5,1,SP-SS
Os0.5Ru0.5,1,SP-SS
Os0.4Rh0.6,1,SP-SS
Ir0.25Rh0.75,1,SP-SS
Ru0.9W0.1,1,SP-SS
Os0.45Rh0.55,1,SP-SS
Ir0.4Ru0.6,1,SP-SS
Ir0.1V0.9,1,SP-SS
AlCoCuNiTiZn,1,SP-SS
Ni0.1Tc0.9,1,SP-SS
Pt0.15Ru0.85,1,SP-SS
Ag0.05Rh0.95,1,SP-SS
Re0.25Ru0.75,1,SP-SS
Pt0.05V0.95,1,SP-SS
Mo0.1Rh0.9,1,SP-SS
Pd0.1V0.9,1,SP-SS
Re0.1V0.9,1,SP-SS
Al.7CoFeNiSi,1,SP-SS
Os0.75Ru0.25,1,SP-SS
Cr0.3Pd0.7,1,SP-SS
Rh0.9W0.1,1,SP-SS
Os0.7V0.3,1,SP-SS
Rh0.5Tc0.5,1,SP-SS
Pd0.25Rh0.75,1,SP-SS
Ir0.5Rh0.5,1,SP-SS
Os0.85Rh0.15,1,SP-SS
Os0.8V0.2,1,SP-SS
Cu0.25Pd0.75,1,SP-SS
Fe0.25Pd0.75,1,SP-SS
Pd0.2V0.8,1,SP-SS
Mo0.2Ru0.8,1,SP-SS
Os0.9V0.1,1,SP-SS
Cr0.1Ir0.9,1,SP-SS
Ir0.7Ru0.30,1,SP-SS
Re0.25V0.75,1,SP-SS
Al.95CoFeNiSi,1,SP-SS
Au0.08V0.92,1,SP-SS
Ru0.8W0.2,1,SP-SS
Mo0.2Rh0.8,1,SP-SS
Rh0.25Tc0.75,1,SP-SS
Mo0.25Ru0.75,1,SP-SS
Ir0.75Rh0.25,1,SP-SS
Ir0.85Ru0.15,1,SP-SS
Pt0.25Rh0.75,1,SP-SS
Nb0.1Rh0.9,1,SP-SS
Rh0.9Ta0.1,1,SP-SS
Re0.5Ru0.5,1,SP-SS
Mo0.25Rh0.75,1,SP-SS
Al1.2CoFeNiSi,1,SP-SS
Ir0.9V0.1,1,SP-SS
Mo0.3Ru0.7,1,SP-SS
AlCoCrCuFeNiWZr,1,SP-SS
Os0.75Re0.25,1,SP-SS
AlCrCuFeTiZn,1,SP-SS
Os0.9W0.1,1,SP-SS
Ir0.25Tc0.75,1,SP-SS
Ir0.5Tc0.5,1,SP-SS
Pd0.5Rh0.5,1,SP-SS
Mo0.25V0.75,1,SP-SS
Mo0.3Rh0.7,1,SP-SS
Re0.5V0.5,1,SP-SS
Ir0.9Pd0.1,1,SP-SS
Mo0.35Ru0.65,1,SP-SS
MoRhRu,1,SP-SS
Ru0.85Ta0.15,1,SP-SS
Ni0.25Pt0.75,1,SP-SS
Ru0.7W0.3,1,SP-SS
Ir0.8Pd0.2,1,SP-SS
Co0.25Pt0.75,1,SP-SS
Mo0.2Os0.8,1,SP-SS
Re0.25Tc0.75,1,SP-SS
V0.75W0.25,1,SP-SS
Ir0.9Mo0.1,1,SP-SS
Pd0.6V0.4,1,SP-SS
Os0.5Re0.5,1,SP-SS
Os0.9Ti0.1,1,SP-SS
Al0.2V0.8,1,SP-SS
Ir0.95Ti0.05,1,SP-SS
Mo1Pd1Rh1Ru1,1,SP-SS
Os0.8W0.2,1,SP-SS
Au0.5Cu0.5,1,SP-SS
Nb0.1Os0.9,1,SP-SS
Mo0.4Rh0.6,1,SP-SS
Re0.75Ru0.25,1,SP-SS
Re0.5Tc0.5,1,SP-SS
Pd0.75Rh0.25,1,SP-SS
Mo0.3Os0.7,1,SP-SS
Ir0.85W0.15,1,SP-SS
Ir0.8Mo0.2,1,SP-SS
CoCrMoNbTi0.4,1,SP-SS
Ir0.75Pt0.25,1,SP-SS
CrTiV,1,SP-SS
Cu0.25Pt0.75,1,SP-SS
Pt0.5Ru0.5,1,SP-SS
Pd0.8V0.2,1,SP-SS
Mo0.35Os0.65,1,SP-SS
Os0.25Re0.75,1,SP-SS
AlCrFeTi,1,SP-SS
Pt0.5Rh0.5,1,SP-SS
Cr0.05Re0.95,1,SP-SS
Os0.7W0.3,1,SP-SS
Re0.75Tc0.25,1,SP-SS
Cr0.25Pt0.75,1,SP-SS
Rh0.6W0.4,1,SP-SS
Ir0.9Nb0.1,1,SP-SS
Ir0.9Ta0.1,1,SP-SS
Mo0.5Rh0.5,1,SP-SS
Mo0.5V0.5,1,SP-SS
Cr0.25Mo0.75,1,SP-SS
AlCrFeTiZn,1,SP-SS
Ir0.7W0.3,1,SP-SS
Ti0.25V0.75,1,SP-SS
Mo0.07Re0.93,1,SP-SS
Pt0.6V0.4,1,SP-SS
Pt0.1Re0.9,1,SP-SS
Ir0.5Pt0.5,1,SP-SS
Nb0.2Os0.8,1,SP-SS
Mo0.15Pd0.85,1,SP-SS
Re0.9W0.1,1,SP-SS
Os0.8Ta0.2,1,SP-SS
Ir0.5Mo0.5,1,SP-SS
V0.5W0.5,1,SP-SS
Fe0.15Pt0.85,1,SP-SS
Pd0.75Pt0.25,1,SP-SS
Pt0.25Re0.75,1,SP-SS
Ta0.25V0.75,1,SP-SS
Ir0.6W0.4,1,SP-SS
Al0.1Pd0.9,1,SP-SS
Al0.4V0.6,1,SP-SS
Mo0.3Pd0.7,1,SP-SS
Pt0.35Re0.65,1,SP-SS
Pt0.75Ru0.25,1,SP-SS
Pt0.75Rh0.25,1,SP-SS
Al0.5CrMoNbV,1,SP-SS
Pd0.5Pt0.5,1,SP-SS
Ir0.5W0.5,1,SP-SS
Mo0.75V0.25,1,SP-SS
Pt0.8V0.2,1,SP-SS
Mo0.5Pd0.5,1,SP-SS
Ir0.25Pt0.75,1,SP-SS
Mo0.7Tc0.3,1,SP-SS
Os0.2Pt0.8,1,SP-SS
Cr0.2W0.8,1,SP-SS
Pt0.7Re0.3,1,SP-SS
Pd0.25Pt0.75,1,SP-SS
Mo0.8Tc0.2,1,SP-SS
Pt0.8Re0.2,1,SP-SS
Os0.1Pt0.9,1,SP-SS
Au0.25Pd0.75,1,SP-SS
Ag0.25Pd0.75,1,SP-SS
Mo0.75Re0.25,1,SP-SS
Mo0.9Ru0.1,1,SP-SS
Pt0.9Re0.1,1,SP-SS
AlFeTi,1,SP-SS
Pt0.85Zn0.15,1,SP-SS
Mo0.9Tc0.1,1,SP-SS
V0.25W0.75,1,SP-SS
Ag0.9Mg0.1,1,SP-SS
Mo0.95Rh0.05,1,SP-SS
Mo0.9Re0.1,1,SP-SS
Mo0.95Os0.05,1,SP-SS
Ir0.05Mo0.95,1,SP-SS
Au0.7Fe0.3,1,SP-SS
Ru0.2W0.8,1,SP-SS
Cr1Mo1Nb1Re1Ta1V1W1,1,SP-SS
AlCrMoTi,1,SP-SS
Mo0.98Pd0.02,1,SP-SS
Au0.53V0.47,1,SP-SS
Al0.08Pt0.92,1,SP-SS
Al0.5CrMoNbTiV,1,SP-SS
Al1Cr1Mo1Ti1W1,1,SP-SS
Cr1Mo1Nb1Ta1V1W1,1,SP-SS
Mo0.75W0.25,1,SP-SS
Ru0.1W0.9,1,SP-SS
Au0.75Cu0.25,1,SP-SS
Mo0.5W0.5,1,SP-SS
Ti0.5V0.5,1,SP-SS
Be0.02W0.98,1,SP-SS
Al0.95Mg0.05,1,SP-SS
Au0.8Ni0.2,1,SP-SS
Mo0.25W0.75,1,SP-SS
Os0.05W0.95,1,SP-SS
Au0.5Pd0.5,1,SP-SS
Cr0.5MoNbTaVW,1,SP-SS
Al0.5CrMoNbTi,1,SP-SS
Ag0.5Pd0.5,1,SP-SS
Ta0.5V0.5,1,SP-SS
AlCrMoNbTi,1,SP-SS
Al0.1W0.9,1,SP-SS
Mo1Nb1Re1Ta1V1W1,1,SP-SS
Al1Cr0.5Nb1Ti1V1,1,SP-SS
Au0.8Cr0.2,1,SP-SS
Mo0.75Ti0.25,1,SP-SS
Tb0.5Th0.5,1,SP-SS
Au0.71V0.29,1,SP-SS
Al0.5CrNbTi2V0.5,1,SP-SS
Ag0.8Mn0.2,1,SP-SS
Mo0.75Nb0.25,1,SP-SS
Mo21.7Nb20.6Ta15.6V21W21.1,1,SP-SS
Mo0.75Ta0.25,1,SP-SS
Cd0.75Mg0.25,1,SP-SS
Au0.85Fe0.15,1,SP-SS
MoNbTiV,1,SP-SS
Mo1Nb1Re1Ta1Ti1V1W1,1,SP-SS
Al0.25MoNbTiV,1,SP-SS
Mo1Nb1Ta1V1W1,1,SP-SS
Al0.5MoNbTiV,1,SP-SS
Al0.2MoTaTiV,1,SP-SS
Al0.75MoNbTiV,1,SP-SS
Al0.6MoTaTiV,1,SP-SS
AlMoNbTiV,1,SP-SS
Al0.8Zn0.2,1,SP-SS
AlMoTaTiV,1,SP-SS
Ti0.25W0.75,1,SP-SS
Mo1Nb1Ta1V1,1,SP-SS
Au0.9Ni0.1,1,SP-SS
Nb0.25W0.75,1,SP-SS
Nb1Re1Ta1Ti1V1,1,SP-SS
Mo1Nb1Re1Ta1W1,1,SP-SS
Nb1Ta1V1W1,1,SP-SS
Ta0.25W0.75,1,SP-SS
Al0.9Zn0.1,1,SP-SS
Nb0.65Ru0.35,1,SP-SS
Mo1Nb1Ta1Ti1V1W1,1,SP-SS
Ag0.75Pd0.25,1,SP-SS
Al1Nb1Ti1V1,1,SP-SS
Au0.9Cr0.1,1,SP-SS
Au0.9Mn0.1,1,SP-SS
Ag0.7Zn0.3,1,SP-SS
Mo0.5Ti0.5,1,SP-SS
Pt0.85Zr0.15,1,SP-SS
Mo1Nb1Ta1Ti1V1,1,SP-SS
Ag0.9Mn0.1,1,SP-SS
Ti0.75V0.25,1,SP-SS
Au0.9V0.1,1,SP-SS
Nb0.6Re0.4,1,SP-SS
Nb1Ta1Ti1V1W1,1,SP-SS
Re0.4Ta0.6,1,SP-SS
Mo0.5Nb0.5,1,SP-SS
Ti0.5W0.5,1,SP-SS
Au0.85Pt0.15,1,SP-SS
Ag0.8Pt0.2,1,SP-SS
CrMoNbTaTiV1W1Zr,1,SP-SS
Ru0.2Ti0.8,1,SP-SS
Mo0.5Ta0.5,1,SP-SS
Mo25.6Nb22.7Ta24.4W27.3,1,SP-SS
Ag0.85Zn0.15,1,SP-SS
Au0.9Zn0.1,1,SP-SS
Al1Nb1Ta1Ti1V1,1,SP-SS
Al0.5NbTaTiV,1,SP-SS
Al0.95Li0.05,1,SP-SS
Al0.25NbTaTiV,1,SP-SS
Re0.25Ti0.75,1,SP-SS
Mo1Nb1Ta1W1,1,SP-SS
CrMoNbTaTiVZr,1,SP-SS
MoNbTaTi0.25W,1,SP-SS
AlMoNbTi,1,SP-SS
Ag0.9Pt0.1,1,SP-SS
Nb0.5W0.5,1,SP-SS
MoNbTaTi0.5W,1,SP-SS
