Alloys,alloy_sep,no_elements,k,vm,tm,vac,delta,delta_chi,delta_s_mix,delta_h_mix,Class
Al0.125Co1Cr1Cu1Fe1Mn1Ni1Ti1V1,"[('Al', '0.125'), ('Co', '1'), ('Cr', '1'), ('Cu', '1'), ('Fe', '1'), ('Mn', '1'), ('Ni', '1'), ('Ti', '1'), ('V', '1')]",9,0.39628423284932973,0.027295572676434496,0.44433945231314087,0.24040258806613946,0.0637770284403708,0.1889481387126544,0.9203246769013866,0.39746711696032966,0
Al1Cr1Cu1Fe1Ni0.8,"[('Al', '1'), ('Cr', '1'), ('Cu', '1'), ('Fe', '1'), ('Ni', '0.8')]",5,0.37758870861363936,0.02692774239792685,0.38463361082886205,0.2429906542056075,0.12422599874998826,0.15781389328363582,0.6839356969723192,0.39587970323264443,0
Al1Co1Cr1.35Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '1.35'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.4205464177763346,0.027267579827335034,0.4501441515096435,0.22525760843517856,0.1291427056572029,0.2017180185242403,0.7522597607911918,0.3633991573659749,0
Al1Co1Cu8.33Ni1Ti1Zn1,"[('Al', '1'), ('Co', '1'), ('Cu', '8.33'), ('Ni', '1'), ('Ti', '1'), ('Zn', '1')]",6,0.3512685650637036,0.027295385586533924,0.3197590603062821,0.326156305431498,0.06772563115752019,0.1616243614190321,0.5294796237182904,0.40712080431322717,0
Al0.75Co1Cr1Cu0.25Fe1Ni1Ti0.5,"[('Al', '0.75'), ('Co', '1'), ('Cr', '1'), ('Cu', '0.25'), ('Fe', '1'), ('Ni', '1'), ('Ti', '0.5')]",7,0.39914379249559295,0.027353177795655673,0.42330249389450425,0.23449447748513164,0.10852829926145784,0.16941313591568166,0.8037778750715605,0.35189530804504066,0
Al1.32Co1Cr1Fe1Ni1,"[('Al', '1.32'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1')]",5,0.3897704292389065,0.02737262476346354,0.39716219707691247,0.22233152975897685,0.1298667485919623,0.1573504814319143,0.6824754063495384,0.34235689034916206,0
Al1Cr1Cu0.5Fe1Ni1,"[('Al', '1'), ('Cr', '1'), ('Cu', '0.5'), ('Fe', '1'), ('Ni', '1')]",5,0.3827551334476542,0.027164373868534,0.3942605368082666,0.2326064382139148,0.1283000598199168,0.15813569911885975,0.6727257832097058,0.3739033150797857,0
Al1Co1Cr1Fe1.125Mo0.5Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '1.125'), ('Mo', '0.5'), ('Ni', '1')]",6,0.42103797505459545,0.027509901763478825,0.44339672221198867,0.2284527518172378,0.13070874143111158,0.20028463609641967,0.7562729787167239,0.3616582857367171,0
Al1Co1Cr1Cu1Fe1Mo0.8Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Cu', '1'), ('Fe', '1'), ('Mo', '0.8'), ('Ni', '1')]",7,0.42106039091536884,0.027521686037743173,0.4386421698829095,0.2473886750962067,0.1254746224473245,0.20576461630666054,0.8369686550142865,0.40120914727061685,0
Al1Co1Cr1Fe1Nb0.25Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Nb', '0.25'), ('Ni', '1')]",6,0.40423741056902895,0.02748994726498656,0.4256593808174107,0.22785936804628387,0.1274134900554788,0.15747163333314704,0.7376590110312584,0.34361708647422934,0
Al1Co1Cr1.1Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '1.1'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.420506152599544,0.027591360752389646,0.44533257444375696,0.22696929238985308,0.13088404404764453,0.20235195781525112,0.7565703973303477,0.36101846143862953,0
Al60Co40Cr40Fe40Mn40Ni40,"[('Al', '60'), ('Co', '40'), ('Cr', '40'), ('Fe', '40'), ('Mn', '40'), ('Ni', '40')]",6,0.372337726908364,0.02771292060846274,0.38587625006684856,0.218547807332854,0.13074409009212262,0.17580611919716663,0.7621498748431403,0.34242763473532706,0
Al0.9Cr1Fe1Ni1,"[('Al', '0.9'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1')]",4,0.3892491011604585,0.02736513066510586,0.409903617802436,0.21854780733285406,0.1327691093451611,0.15480332341441658,0.5839078591653539,0.3485937730281622,0
Al1Co1Cr1Cu0.5Fe1,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Cu', '0.5'), ('Fe', '1')]",5,0.3827551334476542,0.027531956735496563,0.396901464988885,0.22429906542056072,0.1283000598199168,0.14901709484220066,0.672725783209706,0.3803725293921373,0
Al1Co0.987Cr1Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '0.987'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.42036798998734204,0.027768162390795118,0.4433038737325512,0.2275284487207656,0.13173746652003196,0.2027180051332376,0.7574617397459407,0.35994521789419504,0
Co1Cr1Fe1Nb1Ni1,"[('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Nb', '1'), ('Ni', '1')]",5,0.4520511805830365,0.027557687536183942,0.5185274316511281,0.24672897196261678,0.08075519539799875,0.15717907582356358,0.685582931477243,0.37237519872813996,0
Al1Co1Cr1Fe1Mo1Ni1.72,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Mo', '1'), ('Ni', '1.72')]",6,0.4397742476491981,0.027882801454052794,0.46551516067265586,0.2363150867823765,0.1300126924183502,0.21826940815696652,0.7567272844181314,0.3670179332994459,0
Al1Co1Cr1Fe1Mo0.52Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.52'), ('Ni', '1')]",6,0.4211615996513022,0.027831217134795458,0.4444704949044871,0.22754977651361236,0.13186904985984002,0.20389399075924894,0.7584059382283483,0.3602674619465457,0
Al1.5Co1Cr1Cu0.5Fe1Ni1,"[('Al', '1.5'), ('Co', '1'), ('Cr', '1'), ('Cu', '0.5'), ('Fe', '1'), ('Ni', '1')]",6,0.38231543771709975,0.027734127312325982,0.38390892363029916,0.2305295950155763,0.12774511677765912,0.1595714788866339,0.7485063120232722,0.3593711358417241,0
Al1Co1Cr0.89Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '0.89'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.4204694433084958,0.027886548037309514,0.4409459158720005,0.22852981464463434,0.1323643590875882,0.20264163119457623,0.7575473739031828,0.3589361777540946,0
Al1Co0.95Cr1Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '0.95'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.4200203550885905,0.027880317379140887,0.44335674243592593,0.22704278487524648,0.1321674157711567,0.20328095020306575,0.7575751532639765,0.35968649895780214,0
Al1Co2Cr1Fe1Mo0.5,"[('Al', '1'), ('Co', '2'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.5')]",5,0.42048902159705476,0.028029864437109517,0.4454462265307766,0.2209005947323704,0.13158739513649492,0.19877146076633748,0.6430662401685145,0.36413564755810746,0
Al0.5Co1Cr1Ni1Ti0.5,"[('Al', '0.5'), ('Co', '1'), ('Cr', '1'), ('Ni', '1'), ('Ti', '0.5')]",5,0.4019918216594116,0.027913323959970218,0.43864793720400963,0.2289719626168224,0.10252808968335017,0.1827190270596045,0.6629674912910422,0.32825914149443564,0
Al1Co1Cr1Fe0.867Mo0.5Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '0.867'), ('Mo', '0.5'), ('Ni', '1')]",6,0.4198768571768235,0.027973569846711024,0.44316140119192093,0.2268553587256147,0.13252715081232436,0.20498525246420424,0.7574620558425185,0.35823963897805994,0
Co1Cr1Fe1Ni1Ta1,"[('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1'), ('Ta', '1')]",5,0.4678802268829968,0.02788851211645023,0.5506147090456412,0.3514018691588785,0.08075519539799875,0.1967895186479237,0.685582931477243,0.37558028616852146,0
Al1Co1.5Cr1Fe1Ni1Ti0.5,"[('Al', '1'), ('Co', '1.5'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1'), ('Ti', '0.5')]",6,0.3981444840170602,0.028009814462547897,0.41906776555688263,0.2274143302180685,0.11492215013528058,0.1688665717634664,0.7485063120232722,0.33439321674615796,0
Al1Co1Cr1Fe1Mo1Ni1.62,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Mo', '1'), ('Ni', '1.62')]",6,0.4392938938218498,0.028159068653846278,0.4661478325891453,0.23480249597650843,0.1309067886674583,0.21970108555968154,0.7593402784569465,0.3667349862478335,0
Al1Cr1Cu1Fe1Ni0.6,"[('Al', '1'), ('Cr', '1'), ('Cu', '1'), ('Fe', '1'), ('Ni', '0.6')]",5,0.37350240590033434,0.027681387161848744,0.3829380165257229,0.23892726533929298,0.1268978312711468,0.1570961462606794,0.6779840031023192,0.39822324270228193,0
Cr1Fe1Ni1V0.5W1,"[('Cr', '1'), ('Fe', '1'), ('Ni', '1'), ('V', '0.5'), ('W', '1')]",5,0.5243371586861891,0.027734127312325982,0.6033144308898806,0.3489096573208722,0.05431744074898261,0.13353122621453084,0.672725783209706,0.41887377573652085,0
Co1.5Cr1Fe1Ni1.5Ti0.5Mo1.8,"[('Co', '1.5'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1.5'), ('Ti', '0.5'), ('Mo', '1.8')]",6,0.4816204173013643,0.028446382059337708,0.5377163072802063,0.24580719498143638,0.08557899653261478,0.2355272407350897,0.7374525711386959,0.40014701929419405,0
Al0.8Co1Cr1Fe1Ni1Ti0.5,"[('Al', '0.8'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1'), ('Ti', '0.5')]",6,0.39870032578964787,0.0281637831351247,0.4262533013626554,0.22641509433962265,0.11296201426438297,0.16963393811891722,0.7569546095272173,0.3368443810803453,0
Al1Co1Cr0.58Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '0.58'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.42040970640442793,0.028366905298859005,0.43380752134578293,0.23106924718522331,0.1345619450368245,0.20252796262600323,0.7519411306068782,0.35572745612899814,0
Al1.7Co1Cr1Cu1Fe1Ni1,"[('Al', '1.7'), ('Co', '1'), ('Cr', '1'), ('Cu', '1'), ('Fe', '1'), ('Ni', '1')]",6,0.37585125421566484,0.028134902363544115,0.37279922117845454,0.23657413865253168,0.1261810769126031,0.16122376020571746,0.757267779806807,0.370589404022764,0
Al1Co1Cr1Fe1Mo1Ni1.53,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Mo', '1'), ('Ni', '1.53')]",6,0.4388489964332124,0.028414943695860242,0.4667338049859181,0.2334015542929112,0.1317273005287201,0.2210132510316352,0.7614839957029811,0.36649598094242586,0
Al1Co1Cr1Cu1Fe1Mo1Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Cu', '1'), ('Fe', '1'), ('Mo', '1'), ('Ni', '1')]",7,0.42634782444833885,0.028332762267093622,0.4481196261237974,0.24566088117489987,0.1276026974550151,0.21381333055831875,0.8382094345553646,0.40267350183316575,0
Al0.8Co1Cr1Ni1Si0.2,"[('Al', '0.8'), ('Co', '1'), ('Cr', '1'), ('Ni', '1'), ('Si', '0.2')]",5,0.3941432528690145,0.028409560830369704,0.41234647129079993,0.2261682242990654,0.16498577637211803,0.16523599239231582,0.6411098341843855,0.33023211446740863,0
Al1Co1Cr0.5Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '0.5'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.4203930879831156,0.028500537589942934,0.4318216660427474,0.2317757009345794,0.13512792194539147,0.2023674236159041,0.7484663451817946,0.35487440381558033,0
Al1.45Co1Cr1Fe1Ni1,"[('Al', '1.45'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1')]",5,0.3852400194111545,0.028290054244608356,0.39216178028021476,0.21881162651118918,0.1324626403361062,0.1584632561285977,0.6798317843425616,0.33862335676700683,0
Co1Fe1Ni1Ti1,"[('Co', '1'), ('Fe', '1'), ('Ni', '1'), ('Ti', '1')]",4,0.4188101833531196,0.028616326193036154,0.44873760331806223,0.2523364485981308,0.0545454545454544,0.18743871298805287,0.5843632106417926,0.3445151033386328,0
Al1Co1Cr1Fe0.6Mo0.5Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '0.6'), ('Mo', '0.5'), ('Ni', '1')]",6,0.4185515388057346,0.028502807954709483,0.4428928020453834,0.22503206890232724,0.13442024628919447,0.21021597784446475,0.752651303629102,0.3543939624542108,0
Al1Co1Cr0.37Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '0.37'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.42036491856464886,0.028727053927293647,0.4284554985834953,0.23297319081156798,0.13604311719862988,0.2019665841943869,0.7401790436207389,0.35346778572182747,0
Al1Co0.73Cr1Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '0.73'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.4178517643610889,0.028579954465760185,0.4436865441339868,0.22401315201658295,0.13481368659309856,0.20672093344573225,0.7559678982753508,0.35816598642830855,0
Al0.5Co1Cr1Cu1Fe1Ni1Ti1,"[('Al', '0.5'), ('Co', '1'), ('Cr', '1'), ('Cu', '1'), ('Fe', '1'), ('Ni', '1'), ('Ti', '1')]",7,0.39466074092112874,0.028501809992174734,0.42465066233716964,0.24730409777138745,0.09022883029885626,0.18011194874493724,0.8287793897983229,0.37432197251201776,0
Al1Cr1Fe1Ni1,"[('Al', '1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1')]",4,0.384513916369872,0.02832685468530312,0.40434426083391267,0.21495327102803735,0.13608276348795428,0.15559533121409047,0.5843632106417926,0.3445945945945946,0
Al1Co1Cr1Cu0.5Fe1Ni1Ti0.5,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Cu', '0.5'), ('Fe', '1'), ('Ni', '1'), ('Ti', '0.5')]",7,0.3895704172712483,0.028561188762991754,0.40890728955598743,0.23364485981308408,0.11492215013528058,0.1708173170744005,0.8206882910642399,0.35269387034092914,0
Al1.8Cr1Cu1Fe1Ni2,"[('Al', '1.8'), ('Cr', '1'), ('Cu', '1'), ('Fe', '1'), ('Ni', '2')]",5,0.37326287855862567,0.02844604883554612,0.36832699102779604,0.23969213853765803,0.12768076965518954,0.16718105295858446,0.662007678888582,0.36376298953135916,0
Al1Co1Cr1Fe1Nb0.36Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Nb', '0.36'), ('Ni', '1')]",6,0.4051861783287754,0.028548433088877015,0.4318492125003448,0.22625191798019245,0.12940913482968747,0.1588265008808078,0.7482463423757337,0.33983377845367285,0
Fe6Ni1Co1Si1Cr1Al1,"[('Fe', '6'), ('Ni', '1'), ('Co', '1'), ('Si', '1'), ('Cr', '1'), ('Al', '1')]",6,0.40873715388950843,0.02858625123119375,0.4278003847232148,0.23449447748513164,0.20100756305184245,0.11382200231898652,0.5999116916225107,0.3617495959741949,0
Al1.8Co1Cr1Cu1Fe1Ni1,"[('Al', '1.8'), ('Co', '1'), ('Cr', '1'), ('Cu', '1'), ('Fe', '1'), ('Ni', '1')]",6,0.37326287855862567,0.028689302203389014,0.3700746640884994,0.23419461242440898,0.12768076965518954,0.16211012781721262,0.7544833127243322,0.36809237489066515,0
Al1Co1Cr0.16Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '0.16'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.4203160940526151,0.029119662303355484,0.42262110467095837,0.23504873450723995,0.13749992093905755,0.20088547885011532,0.71591603094232,0.35114706867775686,0
Al0.9Co1Cr1Fe1Ni1Ti0.5,"[('Al', '0.9'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1'), ('Ti', '0.5')]",6,0.3950177588220061,0.028861381437677844,0.42183248724596745,0.22360678435444786,0.11665167537441187,0.1700683066015144,0.7575711650998718,0.33277547700205656,0
Al1Co1Cr1Fe1Mo0.78Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.78'), ('Ni', '1')]",6,0.4294815530905208,0.029094247515739205,0.4591295757498972,0.22572195453222516,0.1349607757992831,0.2192013586043511,0.7665497688607246,0.3631697055750323,0
Al1.87Cr1Cu1Fe1Ni2,"[('Al', '1.87'), ('Cr', '1'), ('Cu', '1'), ('Fe', '1'), ('Ni', '2')]",5,0.3714958506355523,0.028827004146262533,0.366484802434253,0.23801167204015833,0.1286588623989914,0.16775276326784688,0.6608873398299548,0.36212611589937593,0
Al1Co1Cr1Cu0.25Fe1Ni1Ti0.5,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Cu', '0.25'), ('Fe', '1'), ('Ni', '1'), ('Ti', '0.5')]",7,0.39047848454087153,0.029026260999018325,0.41305148716263473,0.2275497765136123,0.11736171050035894,0.17079474258692168,0.803661281718044,0.34171562867215044,0
Al1.21Co1Cr1Fe1Mo0.5Ni1,"[('Al', '1.21'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.41237414672269207,0.029130523767443087,0.4338793748352723,0.22207309687873372,0.13727225305667573,0.20461929192017533,0.7550225363280649,0.3525805792593243,0
Al1Co0.58Cr1Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '0.58'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.41626548758967447,0.029091723719796805,0.4439277868757233,0.22179704172492454,0.1367117218184471,0.2091613220162655,0.7519411306068782,0.3571557260761581,0
Al1Co1Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '1'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",5,0.42027583578830113,0.029443387643701927,0.4178103536268857,0.23676012461059187,0.13857990321384975,0.19962053967801544,0.672725783209706,0.3493454238552278,0
Al1.58Co1Cr1Fe1Ni1,"[('Al', '1.58'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1')]",5,0.38092070394813676,0.02916473611552063,0.38739435781454595,0.21545573309215155,0.13473239062149453,0.15938251986752883,0.6766147014391561,0.3353432149171881,0
Al1Co1Cr1Fe1Mo0.84Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.84'), ('Ni', '1')]",6,0.431296337455029,0.029369745185765947,0.4623270781050077,0.22532326206631675,0.13554216867469884,0.22216538000128677,0.7674007169995825,0.3638131458757777,0
Al1Co0.53Cr1Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '0.53'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.41571570445418754,0.02926909636383994,0.4440113985085453,0.22102896638858438,0.13736241295255455,0.20999264259315303,0.749895060978538,0.3568256861056257,0
Cr1Fe1Mn1Ni1Ti1,"[('Cr', '1'), ('Fe', '1'), ('Mn', '1'), ('Ni', '1'), ('Ti', '1')]",5,0.38715209075319873,0.02917872797948888,0.45577897807963597,0.22429906542056072,0.04316546762589929,0.1895308526206093,0.685582931477243,0.3794976152623212,0
Al1Co0.5Cr1Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '0.5'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.4153805566547948,0.029377222727648658,0.4440623681599135,0.22056074766355138,0.13775730878819994,0.21049582232596015,0.7484663451817946,0.35662957074721785,0
Al1Co1Cr1Fe1Mo0.5Ni0.5,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '0.5')]",6,0.41538055665479484,0.02954263501778183,0.4452507858411918,0.216822429906542,0.13775730878819997,0.20839222530295287,0.7484663451817943,0.35910969793322733,0
Al1.1Cr1Fe1Ni1,"[('Al', '1.1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1')]",4,0.3800097162032166,0.02924166533866153,0.39905609201019554,0.211534077957602,0.1389663409093546,0.1562163302888501,0.5839647559723744,0.3410934327265642,0
Al1Co1Cr1Fe1Ni1Ti0.5,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1'), ('Ti', '0.5')]",6,0.39146910338046065,0.029533612529229106,0.4175724300062501,0.2209005947323704,0.11996350960885546,0.1704145704935363,0.7573997638739056,0.329070149391005,0
Al1Co1.5Cr1Fe1Mo0.5,"[('Al', '1'), ('Co', '1.5'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.5')]",5,0.4153805566547948,0.029708047307914973,0.44643920352247,0.21308411214953266,0.13775730878819997,0.2061963574043139,0.6618479595177846,0.3615898251192369,0
Al0.67Co1Cr1Cu1Fe1Mn1Ni1Ti1V1,"[('Al', '0.67'), ('Co', '1'), ('Cr', '1'), ('Cu', '1'), ('Fe', '1'), ('Mn', '1'), ('Ni', '1'), ('Ti', '1'), ('V', '1')]",9,0.3839357697345409,0.029718120859148003,0.42819625603607725,0.22999062186721858,0.09035122350146184,0.18698605991969927,0.9493010628994065,0.37434420144763514,0
Al2Cr1Cu1Fe1Ni2,"[('Al', '2'), ('Cr', '1'), ('Cu', '1'), ('Fe', '1'), ('Ni', '2')]",5,0.36830798801515063,0.029514278625187587,0.3631613438287591,0.2349799732977303,0.1303321669192936,0.16870578613032627,0.6585424919072933,0.3593004769475358,0
Al1.31Co1Cr1Fe1Mo0.5Ni1,"[('Al', '1.31'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.4087161013322325,0.029762254709018846,0.429639270949321,0.21953769684881042,0.13959497460039474,0.2054144990712279,0.7531296779487922,0.34948227057532966,0
Al1Cr1Fe1Mo0.19Ni1,"[('Al', '1'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.19'), ('Ni', '1')]",5,0.39456290519037196,0.029577612413738394,0.42094132210389246,0.2136818861106774,0.14029998526988277,0.18648735114636894,0.6395736384282056,0.3482454850233504,0
Fe1Co1Ni1Cr1Cu1Al2,"[('Fe', '1'), ('Co', '1'), ('Ni', '1'), ('Cr', '1'), ('Cu', '1'), ('Al', '2')]",6,0.36830798801515063,0.02975058189680639,0.3648590833734424,0.2296395193591455,0.13033216691929347,0.1636234161455069,0.7483759632313289,0.3636092274747737,0
Al1.68Co1Cr1Fe1Ni1,"[('Al', '1.68'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1')]",5,0.37773269348315186,0.02981032335772972,0.38387560748438676,0.21297880742398312,0.13628428817077962,0.15997375178833428,0.673819628406445,0.33309715657522465,0
Al1Cr1Fe1Mo0.2Ni1,"[('Al', '1'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.2'), ('Ni', '1')]",5,0.39506661390317893,0.029640307036717592,0.4217732549996307,0.21361815754339114,0.14048765477477218,0.18782457387263632,0.6412592794772234,0.3484305433885266,0
Al1Cr1Fe1Ni0.75,"[('Al', '1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '0.75')]",4,0.3787099327265532,0.029575717475808463,0.4030583929027696,0.2068535825545171,0.14054567378526125,0.15152989846074524,0.5811869966999121,0.3445468998410175,0
Al1Co1Cr1Fe1Nb0.5Ni1,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Nb', '0.5'), ('Ni', '1')]",6,0.4063388135410296,0.029834362147653018,0.4393690906606036,0.22429906542056072,0.13158739513649492,0.16029233026952497,0.7573997638739056,0.33556609599390347,0
Co1Fe1Ni1Si0.75,"[('Co', '1'), ('Fe', '1'), ('Ni', '1'), ('Si', '0.75')]",4,0.42232774919755534,0.03043586138450087,0.4309410485409203,0.2616822429906541,0.24836811822792018,0.03997826682272535,0.5811869966999121,0.34429818053347466,0
Al0.5Co1Cr1Cu1Fe1Ni1Ti1.2,"[('Al', '0.5'), ('Co', '1'), ('Cr', '1'), ('Cu', '1'), ('Fe', '1'), ('Ni', '1'), ('Ti', '1.2')]",7,0.39144404609323774,0.029912467272437723,0.42652705242172473,0.24326963314269773,0.08974154410243022,0.18445855702152525,0.8269917782957241,0.36851544191578,0
Al0.5Co1Cr1Cu1Fe1Ni1Si0.8,"[('Al', '0.5'), ('Co', '1'), ('Cr', '1'), ('Cu', '1'), ('Fe', '1'), ('Ni', '1'), ('Si', '0.8')]",7,0.3947316076322803,0.03015229745855831,0.4129968847422545,0.2515947188844385,0.21408912295531554,0.13497629772927913,0.8282240882162382,0.37219660637027585,0
Co1Cu7Fe1Ni1Ti3,"[('Co', '1'), ('Cu', '7'), ('Fe', '1'), ('Ni', '1'), ('Ti', '3')]",5,0.3715259809442635,0.030079588759598666,0.38193116044872827,0.29618979151689434,0.05070422535211277,0.1904914277571214,0.528719616722745,0.41387004825918855,0
Al1Co0.29Cr1Fe1Mo0.5Ni1,"[('Al', '1'), ('Co', '0.29'), ('Cr', '1'), ('Fe', '1'), ('Mo', '0.5'), ('Ni', '1')]",6,0.412916975440469,0.03017203050838034,0.4444370323404303,0.2171189979123173,0.14062018889865366,0.2141129711791436,0.7329352526655297,0.3553060088551848,0
Al1.75Co1Cr1Fe1Ni1,"[('Al', '1.75'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1')]",5,0.3755670641133726,0.030248873578263405,0.38148530508619527,0.21129622104835427,0.13728046126312488,0.1603335898768222,0.6717225177565036,0.3316561529838523,0
Al1Co1Cr1Fe1Mo1Ni0.89,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Mo', '1'), ('Ni', '0.89')]",6,0.43529317440684184,0.030460013263875166,0.47141716256118293,0.22220459197435855,0.1380386279787074,0.23104941482400718,0.7678795681977539,0.36538254777118107,0
Al1.2Cr1Fe1Ni1,"[('Al', '1.2'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1')]",4,0.37572000175878284,0.030112913579955172,0.39401974074951246,0.20827770360480638,0.1414822576404345,0.1566892014894795,0.58286552782685,0.33803359181510445,0
Al1.78Co1Cr1Fe1Ni1,"[('Al', '1.78'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1')]",5,0.3746549947989623,0.03043357194103881,0.38047861322101506,0.21058758852633958,0.13768619729115225,0.16047508780078726,0.6707920321547782,0.33106978473983745,0
Al0.5Co1Cr1Fe1Ni1Ti1,"[('Al', '0.5'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1'), ('Ti', '1')]",6,0.39938362653044085,0.030435861384500898,0.4448433746524554,0.22429906542056077,0.09663149217441193,0.1808900886426701,0.7573997638739056,0.3335689603069283,0
Al1Co1Cr1Fe1Ni1Si0.4,"[('Al', '1'), ('Co', '1'), ('Cr', '1'), ('Fe', '1'), ('Ni', '1'), ('Si', '0.4')]",6,0.39145133789639786,0.030515504339009444,0.4106433146993843,0.222914503288335,0.1893764514811162,0.1532908632274823,0.7512809815340042,0.3332683445973207,0
Be1Nb1,"[('Be', '1'), ('Nb', '1')]",2,0.39506661390317893,0.0310975105450335,0.5504958672775134,0.09345794392523363,0.48000000000000004,0.019108280254777073,0.26994597989625646,0.3201907790143084,0
